#;NAME;ELONG;ELAT;F0;PEPOCH;BINARY
1837;J1801-3458;270.39;-11.54;0.72170711979;53112.00000;*
1838;J1802+0128;270.68;24.91;1.80420219064;51650.000;*
1839;J1802+03;270.77;27.07;1.505344;56362;*
1840;J1802-0523;270.58;18.05;0.59503515667;56908;*
1841;J1802-1745;270.54;5.68;1.94298740055;51719.000;*
1842;J1802-2124;270.49;2.04;79.066424229950;53453;ELL1
1843;J1802-2426;270.47;-1.01;1.75744734512;51495.000;*
1844;J1802-3346;270.62;-10.34;0.4063303019;54894;*
1845;J1803+1358;270.97;37.43;657.894737;*;*
1846;J1803-1616;270.87;7.16;1.86360004634;51991.00000;*
1847;J1803-1857;270.94;4.48;0.349120841186;51491.000;*
1848;J1803-1920;270.83;4.09;2.25403455265;51843.00000;*
1849;B1800-21;270.90;1.82;7.481282565107;53900;*
1850;J1803-2149;270.73;1.62;9.4044983174;55225;*
1851;B1800-27;270.78619;-3.7649;2.990292674144;50261.00;BT
1852;J1803-3002A;270.78;-6.60;140.8174521908;58700;*
1853;J1803-3002B;270.78;-6.60;227.427792;54100;*
1854;J1803-3002C;270.78;-6.60;171.232877;54100;*
1855;J1803-3002D;270.78;-6.60;180.831826;*;*
1856;J1803-3329;270.79;-10.05;1.578751312870;55152;*
1857;B1802-07;271.244603;15.84387;43.28844052279;50337.00;BT
1858;J1804-2228;271.03;0.96;1.7528157081;51414.000;*
1859;J1804-2717;270.97;-3.86;107.03164921949;55000;DD
1860;J1804-28;271.06;-4.68;0.785539;51973.7;*
1861;J1804-2858;270.88;-5.54;669.93358254482;57425;*
1862;B1802+03;271.442452;26.54122;4.57223191539;49946.00;*
1863;J1805+0615;271.63;29.69;469.72472452336;57002;ELL1
1864;J1805-0619;271.44;17.10;2.19949066665;51650.000;*
1865;J1805-1504;271.24;8.36;0.84654706542;53035.00000;*
1866;J1805-2032;271.32;2.89;2.4644534146;51149.000;*
1867;J1805-2037;271.28;2.81;2.79480454257;51388.000;*
1868;J1805-2447;271.23;-1.36;1.51194033937;51936.00000;*
1869;J1805-2948;271.25;-6.37;2.3345886216;55137;*
1870;J1806+1023;272.03;33.82;2.064893576538;53000.0;*
1871;B1804-12;271.52617;11.5232;1.913442058714;50134.00;*
1872;J1806-1618;271.55;7.12;1.49631336087;51843.00000;*
1873;J1806-1920;271.44;4.09;1.1366337475;51271.000;*
1874;J1806-2125;271.47;1.97;2.075444041;55349;*
1875;J1806+2819;272.28;51.74;66.29687452695;57004;ELL1
1876;J1807+04;272.09;27.51;1.251721;56496;*
1877;J1807+0756;272.28;31.37;2.153777595863;53064;*
1878;B1804-08;271.95;14.63;6.107714243738;48244.00;*
1879;J1807-2459A;271.66;-1.57;326.856262685978;55243.0;BT
1880;J1807-2459B;271.67;-1.57;238.881430848499;54881.352079;DD
1881;J1807-2557;271.63;-2.53;0.361768994995;54984;*
1882;B1804-27;271.59072;-3.8214;1.208055612219;49891.00;*
1883;J1808+00;272.28;23.99;2.352305;49717;*
1884;J1808-0813;272.09163;15.20731;1.141494802498;50862.00;*
1885;J1808-1020;272.21;13.08;1.675060948441;53035.00000;*
1886;J1808-1517;272.11;8.13;1.83638133528;55105.4;*
1887;J1808-1726;272.09;5.98;4.1487828550;53108.00000;*
1888;J1808-2024;272.03;3.01;0.1323466;53254.0;*
1889;B1805-20;271.89413;2.4572;1.088837931564;49612.00;*
1890;J1808-2701;271.83;-3.60;0.406854393535;53112.00000;*
1891;J1808-3249;271.72;-9.40;2.74038490779;51500.000;*
1892;J1809-0119;272.66;22.09;1.3423243983;55254;*
1893;J1809-0743;272.47;15.70;3.18587333048;51650.000;*
1894;J1809-1429;272.39;8.93;1.116962400126;51495.000;*
1895;J1809+17;272.86;40.48;0.483863;*;*
1896;J1809-1850;272.28;4.57;0.88929908150;51871.00000;*
1897;J1809-1917;272.30;4.13;12.0838226201;55366;*
1898;J1809-1943;272.32;3.69;0.18048121539;55444.0;*
1899;J1809-2004;272.18;3.35;2.2998477764;51719.000;*
1900;B1806-21;272.155729;2.2712;1.423662580739;49612.00;*
1901;J1809-2332;272.25;-0.12;6.8125205463;54935;*
1902;J1809-3547;271.96;-12.37;1.1622665438;49388.9000;*
1903;J1810+0705;273.11;30.50;3.25010007022;57770;*
1904;J1810-1441;272.69;8.72;4.60376541217;51874.00000;*
1905;J1810-1709;272.52;6.26;0.86122809520;57573;*
1906;J1810+1744;273.36;41.15;602.409639;55196;BT
1907;J1810-1820;272.60;5.07;6.5054918751;50972.000;*
1908;J1810-2005;272.58;3.33;30.467142155106;53200;ELL1
1909;B1806-53;271.84;-30.21;3.8306868647;57600;*
1910;J1811-0154;273.04;21.50;1.08114557226;51650.000;*
1911;J1811+0702;273.26;30.45;2.16584913228;51885.0;*
1912;J1811-1049;272.84;12.59;0.38111810388;55983.5;*
1913;J1811-1717;272.75;6.12;2.5550282764;56762;*
1914;J1811-1736;272.85;5.80;9.59859125268;51050.00;BT
1915;J1811-1835;272.73;4.82;1.7938390569;51184.000;*
1916;J1811-1925;272.71;3.99;15.463838;49452.6;*
1917;J1811-2405;272.59;-0.67;375.856020042880;56330;ELL1H
1918;J1811-2439;272.71;-1.25;2.40492755379;53165.00000;*
1919;J1811-4930;272.07;-26.09;0.69798078503;54996;*
1920;B1810+02;273.57694;25.84849;1.259600038490;49906.00;*
1921;J1812-15;273.06;7.89;0.985679;*;*
1922;B1809-173;272.90920;6.1005;0.82961772349;54600;*
1923;B1809-176;272.94;5.85;1.85756026077;50283.00;*
1924;J1812-1910;272.98;4.23;2.3202341687;51997.00000;*
1925;J1812-20;272.95;2.44;0.52545515433;57615;*
1926;J1812-2102;272.88;2.37;0.81742601326;51134.000;*
1927;J1812-2526;272.83;-2.04;3.16620972153;53171.00000;*
1928;J1812-2748;272.81;-4.39;4.21970648822;55160;*
1929;J1812-3039;272.76;-7.25;1.70219494788;55336;*
1930;J1813-1246;273.32;10.63;20.802023359;54954;*
1931;J1813-1749;273.25;5.57;22.351083818;58681.04405;*
1932;J1813+1822;274.34;41.76;2.972433564;51886.0;*
1933;J1813-2113;273.19;2.18;2.34485149088;51018.000;*
1934;J1813-2242;273.11;0.70;3.04400829778;51843.00000;*
1935;J1813-2621;273.07;-2.96;225.73304176818;54058;ELL1
1936;B1811+40;275.68210;63.60161;1.074011086779;49886.00;*
1937;J1814-0521;273.78;18.03;0.98597987402;55257;*
1938;J1814-0618;273.82;17.09;0.72575866505;53095.00000;*
1939;J1814+1130;274.40;34.90;1.331095114579;51500.00000;*
1940;J1814-1649;273.52;6.57;1.04442576171;51133.000;*
1941;J1814-1744;273.52;5.65;0.251515052;52353;*
1942;J1814+22;274.84;45.76;3.941663;*;*
1943;J1814+31;275.38;54.87;478.468900;*;*
1944;J1815-1738;273.65;5.76;5.03887545888;55364;*
1945;J1815-1910;273.56;4.23;0.80004893907;50954.00001;*
1946;J1815+5546;281.2542;79.0649;2.3427772328;56500;*
1947;J1816-0755;274.22;15.46;4.59468679946;53035.00000;*
1948;J1816-1446;274.03;8.61;1.68208630750;51969.00000;*
1949;B1813-17;273.909813;5.89987;1.27826015924;49481.00;*
1950;B1813-26;273.71;-3.45;1.68666719259;57600;*
1951;J1816+4510;278.00;68.50;313.174935649713;56047.0;ELL1
1952;J1816-5643;272.72;-33.33;4.58877925770;53000.0;*
1953;J1817-0743;274.59;15.65;2.28260812870;52887.00000;*
1954;J1817-1511;274.29;8.18;4.4522836855;52160.00000;*
1955;J1817-1742;274.10;5.68;6.67806213863;*;*
1956;J1817-1938;274.04;3.74;0.48855853824;55991.8;*
1957;B1814-23;273.91;0.20;1.59880;44969;*
1958;B1813-36;273.53;-12.91;2.58384981884;57600;*
1959;J1817-3837;273.44;-15.24;2.60086963147;49526.460000;*
1960;J1818-0151;274.95;21.50;1.193980028657;57015;*
1961;J1818-1116;274.62;12.09;1.83553757789;52158.00000;*
1962;B1815-14;274.51;8.99;3.430655769877;54100;*
1963;J1818-1448;274.51;8.56;3.5540227404;54863.1;*
1964;J1818-1519;274.44;8.04;1.0641806956;51415.000;*
1965;J1818-1541;274.52;7.67;1.81444150622;51491.000;*
1966;J1818-1556;274.57;7.43;1.04963855904;54263.4;*
1967;J1818-1607;275.61;39.48;0.7334110;58922.31;*
1968;J1819-0925;275.04;13.92;1.173643510907;52105.00000;*
1969;J1819-1008;274.97;13.21;3.31686125551;52182.00000;*
1970;J1819-1114;274.89;12.11;3.3994814107;54849.9;*
1971;J1819-1131;275.00;11.83;0.72038992361;51874.00000;*
1972;J1819+1305;276.04;36.42;0.943072784505;51650.00000;*
1973;J1819-1318;274.87;10.04;0.65976291081;52856.00000;*
1974;J1819-1408;274.90;9.22;0.5591307454;51612.00001;*
1975;J1819-1458;274.78;8.39;0.234564843;55996.24;*
1976;J1819-1510;274.85;8.18;4.41425116122;51492.000;*
1977;J1819-17;274.69;6.28;0.425146;56657;*
1978;J1819-1717;274.73;6.07;2.5411563288;54756.2;*
1979;J1819-37;273.90;-13.63;1.582278;*;*
1980;B1818-04;275.50;18.88;1.67201171086;57600;*
1981;J1820-0509;275.34;18.18;2.964537059313;53035.00000;*
1982;B1817-13;275.00586;9.5801;1.085234618514;49609.00;*
1983;J1820-1529;275.03;7.85;3.000716562;55373;*
1984;B1817-18;274.920222;5.05024;3.226799541560;50283.00;*
1985;J1821+0155;275.98;25.25;29.60214837047;55584.0;*
1986;J1821-0256;275.64;20.39;2.41481119709;53097.00000;*
1987;J1821-0331;275.77;19.81;1.10825964625;55980.9;*
1988;J1821-1419;275.29;9.02;0.6038612447;52303.00000;*
1989;J1821-1432;275.30;8.79;0.52215758217;54217.7;*
1990;J1821+1715;276.68;40.58;0.731699075953;53064;*
1991;J1821+4147;279.69363;65.03943;0.792482693574;56375;*
1992;J1822+02;276.08;25.32;0.663130;*;*
1993;J1822+0705;276.41992;30.4037;0.733774022731;51341.00;*
1994;J1822-0719;275.80;15.99;2.00370471529;57700;*
1995;J1822-0848;275.83;14.51;1.19783535921;53115.00;BT
1996;J1822-0902;275.76;14.28;6.71616448537;57566;*
1997;J1822-0907;275.77;14.20;1.02595631163;52267.00001;*
1998;J1822+1120;276.63;34.66;0.559585564756;51602;*
1999;J1822-1252;275.62;10.45;0.48284913301;51809.00000;*
2000;B1820-14;275.62921;9.32681;4.65611972198;49266.36;*
2001;J1822-1604;275.40;7.26;0.1185154135;55761.0;*
2002;J1822-1617;275.47;7.04;1.2031439681;51932.00000;*
2003;B1819-22;275.28994;0.392;0.5335414804559;48740.00;*
2004;J1822+2617;277.87;49.57;1.690852663400;58688.00;*
2005;J1822-4209;274.34;-18.80;2.190523185774;49015.0000;*
2006;J1823-0154;276.40763;21.40538;1.316174862910;50850.00;*
2007;B1821+05;276.70;29.14;1.3281860932565;48713.00;*
2008;B1820-11;275.93532;12.0643;3.57361490181;49465.00;BT
2009;J1823-1126;275.84;11.89;0.54155509235;52331.00001;*
2010;J1823-1347;275.76;9.52;1.6204639826;51481.000;*
2011;J1823-1526;275.68;7.88;0.61523110201;52267.00001;*
2012;J1823-1807;275.52;5.20;0.61095100906;51295.000;*
2013;B1820-30A;275.14;-7.03;183.82338873035;55049.0;*
2014;B1820-30B;275.15;-7.03;2.641334562283;55049.0;*
2015;J1823-3021C;275.15;-7.03;2.46344273770;55049.0;*
2016;J1823-3021D;275.14;-7.03;331.119220673;55050.0;*
2017;J1823-3021E;275.14;-7.04;227.583068;54100;*
2018;J1823-3021F;275.14;-7.03;206.185567;54100;*
2019;J1823-3021G;275.14;-7.03;164.168745585;58700;DD
2020;J1823-3021H;275.14;-7.03;194.931774;*;*
2021;B1820-31;275.134674;-7.78044;3.52045310244;50093.00;*
2022;J1823-3543;274.90;-12.41;421.940928;*;*
2023;J1824-0127;276.70;21.83;0.400084842618;57600;*
2024;J1824-0132;276.71;21.75;4.46970284042;57658;*
2025;J1824+1014;277.16;33.53;245.9470303118;56925;DD
2026;B1821-11;276.13826;11.99707;2.29484628787;49480.00;*
2027;J1824-1159;276.22;11.31;2.75868097559;51495.000;*
2028;J1824-1350;276.11;9.47;0.71602537668;56612;*
2029;J1824-1423;276.12;8.92;2.78246033036;51719.000;*
2030;J1824-1500;275.91;8.31;2.4258304842;52265.00000;*
2031;B1821-19;275.66;3.55;5.281575552287;55291;*
2032;J1824-2233;275.58;0.77;0.860775494718;53165.00000;*
2033;J1824-2328;275.61;-0.15;0.664065940204;53111.00000;*
2034;B1821-24A;275.564751368;-1.5488074;327.405572743031;55683;*
2035;J1824-2452B;275.57;-1.55;152.741714;54100;*
2036;J1824-2452C;275.57;-1.55;240.442414;54100;BT
2037;J1824-2452D;275.57;-1.55;12.526305;54100;BT
2038;J1824-2452E;275.57;-1.55;184.501845;54100;*
2039;J1824-2452F;275.57;-1.55;407.996736;54100;*
2040;J1824-2452G;275.57;-1.55;169.233373;54100;BT
2041;J1824-2452H;275.57;-1.55;216.029380;54100;BT
2042;J1824-2452I;275.57;-1.55;254.33303103;56386.0;BT
2043;J1824-2452J;275.57;-1.55;247.586036;54100;BT
2044;J1824-2452K;275.57;-1.55;224.164985;54100;BT
2045;J1824-2452L;275.57;-1.55;243.902439;54100;BT
2046;J1824-2537;275.53;-2.30;4.47787391895;53000.0;*
2047;B1822+00;276.880243;23.36075;1.283780435420;49719.00;*
2048;J1825-0319;276.89;19.95;219.60994148422;55784;BT
2049;B1822-09;276.47;13.71;1.30035460953;57600;*
2050;J1825-1108;276.35;12.15;0.5192453694;56783;*
2051;B1822-14;276.12;8.52;3.5816835827;55314;*
2052;J1825-31;275.61;-7.73;0.419815;55561;*
2053;J1825-33;275.52;-10.04;0.78666;54831;*
2054;B1823-11;276.52832;11.7628;0.477751972175;49464.00;*
2055;J1826-1256;276.47;10.35;9.0724588059;54934;*
2056;B1823-13;276.46;9.71;9.85349875132;54200;*
2057;J1826-1419;276.55;8.96;1.297656144478;54053;*
2058;J1826-1526;276.38;7.86;2.61730216935;51720.000;*
2059;J1826-2415;276.06;-0.97;212.95820294706;57054;*
2060;J1827-0750;276.95;15.44;3.69682979960;53223.00000;*
2061;J1827-0849;277.04;14.44;446.428571;*;*
2062;J1827-0934;277.05;13.70;1.95103747456;51491.000;*
2063;B1824-10;276.85459;13.29963;4.06905813170;49480.00;*
2064;J1827-1446;276.70;8.51;2.0032588600;55716;*
2065;J1828-0611;277.37;17.06;3.71174951103;52045.00000;*
2066;J1828+0625;278.14;29.66;275.482094;*;BT
2067;J1828-1007;277.20;13.14;6.52754385205;51837.00000;*
2068;J1828-1057;277.17;12.30;4.05954117419;55334;*
2069;J1828-1101;277.11;12.23;13.877993641;55356;*
2070;J1828+1221;278.53;35.59;0.65432390165;57734;*
2071;J1828-1336;277.08;9.65;1.16234182290;51495.00001;*
2072;J1828+1359;278.81;37.21;1.348363959193;51500;*
2073;J1828-2119;276.61;1.94;1.94354745058;53035.00000;*
2074;J1829+0000;278.11;23.23;5.02140632918;53112.00000;*
2075;J1829-0734;277.49;15.68;3.14069490230;51947.000;*
2076;J1829-1011;277.35;13.06;1.2060310902;56755;*
2077;B1826-17;277.101912;5.40522;3.25591870206;49878.00;*
2078;J1829+2456;280.07;48.12;24.38440141106;52887;BT
2079;J1829+25;279.88;48.19;0.4;*;*
2080;J1830-0052;278.25;22.34;2.8926979664;53276.00000;*
2081;J1830-0131;278.16;21.69;6.55686290475;53095.00000;*
2082;J1830-10;277.58;12.59;4.07731;56657;*
2083;B1828-11;277.73;12.24;2.4686900068;55372;*
2084;J1830-1135;277.51;11.65;0.16073158159;51563.00003;*
2085;J1830-1313;277.59;10.02;1.33835185263;54211.7;*
2086;J1830-1414;277.36;9.00;1.29618884641;52265.00000;*
2087;J1831-04;278.16;18.74;0.938458;*;*
2088;J1831-0823;278.09;14.83;1.63363200294;51763.00000;*
2089;J1831-0952;277.99;13.35;14.8661645038;52412.00000;*
2090;J1831-1223;277.76;10.84;0.34990225465;51704.00002;*
2091;J1831-1329;277.88;9.72;0.46174887333;51494.00001;*
2092;J1831-1423;277.71;8.83;1.96871632878;52109.00000;*
2093;J1832+0029;278.97;23.67;1.87294771837;57203;*
2094;J1832-0644;278.47;16.47;1.34355253834;51489.000;*
2095;B1829-08;278.34;14.75;1.544817633127;55397;*
2096;J1832-0836;278.292005057;14.59071557;367.7671211299739;57138.00;*
2097;B1829-10;278.243955;12.84667;3.02705500539;49459.00;*
2098;J1832+27;281.34;51.09;1.582779;*;*
2099;J1832-28;277.15;-5.48;5.01756;51064.3;*
2100;J1833-0209;278.86;21.03;3.42547129271;56614;*
2101;B1831-03;278.92;19.53;1.456170355872;57600;*
2102;J1833-0556;278.76;17.25;0.65722662717;52166.00000;*
2103;J1833-0559;278.62;17.20;2.06842823911;51719.000;*
2104;B1830-08;278.61;14.73;11.7249580817;55402;*
2105;J1833-0831;278.62;14.67;0.132180571;55274.0;*
2106;J1833-1034;278.45;12.62;16.15935711336;54575.00;*
2107;J1833-1055;278.53;12.26;1.57818245286;51360.000;*
2108;J1833-3840;276.69;-15.43;534.759358;*;*
2109;B1828-60;275.14;-37.09;0.5292586065;43558.8657;*
2110;B1831-00;279.31713;22.9810;1.91955413102;49123.00;ELL1
2111;J1834-0031;279.45;22.63;3.03460736808;53030.00000;*
2112;B1831-04;279.064499;18.73114;3.446989859080;49714.00;*
2113;J1834-0602;279.01;17.13;2.04954323268;51704.000;*
2114;J1834-0633;278.94;16.62;3.1514437369;52333.00000;*
2115;J1834-0731;278.82;15.66;1.94933571114;55376;*
2116;J1834-0742;278.88;15.47;1.26846638672;52145.00000;*
2117;J1834-0812;278.84;14.98;2.0360728738;55253.34;*
2118;J1834-0845;278.90;14.40;0.402851901;55783;*
2119;J1834-09;278.80;13.93;1.951877;56657;*
2120;J1834+10;280.21;33.87;0.852719;49717;*
2121;J1834-1202;278.57;11.14;1.63864909374;52366.00000;*
2122;J1834-1710;278.38;6.01;2.79091017854;51892.000;*
2123;J1834-1855;278.24;4.26;0.68228844696;53108.00000;*
2124;J1835-0114;279.53;21.90;195.4503977286;54786.8;BT
2125;J1835-0349;279.31;19.34;1.18783958454;53125.00000;*
2126;J1835-0522;279.19;17.79;0.91932957584;52331.00001;*
2127;J1835-0600;279.20;17.16;0.4500881198;57733;*
2128;B1832-06;279.08713;16.44453;3.26978936174;49533.00;*
2129;J1835-0847;279.12;14.37;1.18134309395;57653;*
2130;J1835-0924;279.05;13.75;1.1638841598;51720.000;*
2131;J1835-09242;278.98;13.76;4.25081644951;56394;*
2132;J1835-0928;278.98;13.70;1.60840489547;56395;*
2133;J1835-0944;279.06;13.42;6.88006896072;55130;*
2134;J1835-0946;279.05;13.38;2.6347954362;53663.00000;*
2135;J1835-1020;279.07;12.82;3.30633617194;54369;*
2136;J1835-1106;278.86;12.06;6.0270868794;55429;*
2137;J1835-15;278.72;7.58;*;*;*
2138;J1835-1548;278.69;7.36;1.49145620273;53140.00000;*
2139;J1835-3259A;277.60;-9.79;257.135510;55196;*
2140;B1834-04;279.692068;18.51929;2.82297272645;49532.00;*
2141;J1836-0517;279.53;17.85;2.18701119405;52156.00000;*
2142;B1834-10;279.320646;13.00566;1.77711199695;48880.00;*
2143;J1836-11;279.04;11.87;2.015344;56657;*
2144;J1836-1324;279.10;9.74;5.59420680765;53277.00000;*
2145;J1836-2354A;278.32;-0.74;298.121588082968;55000;BT
2146;J1836-2354B;278.32;-0.73;309.3797151921;55000;*
2147;J1836+51;290.66;73.79;1.4;*;*
2148;J1836+5925;304.07;81.78;5.7715448470;56338;*
2149;J1837+0033g;280.29;23.65;2.391544;*;*
2150;J1837-0045;280.15351;22.35618;1.620649156245;51019.00;*
2151;J1837+0053;280.26;23.99;2.11187653357;53094.00000;*
2152;J1837-0559;279.73;17.13;4.97354763055;55470;*
2153;J1837-0604;279.81;17.04;10.384840620;51749.0;*
2154;B1834-06;279.63129;16.2446;0.524711633868;49480.00;*
2155;J1837-0822;279.63;14.75;0.909755891651;57036;BT
2156;J1837+1221;281.15;35.45;0.50928633116;51650.000;*
2157;J1837-1243;279.21;10.41;0.53304377703;51494.000;*
2158;J1837-1837;279.00;4.52;1.61718695219;51500.000;*
2159;J1838+0022g;280.47;23.46;196.463654;*;*
2160;J1838+0027g;280.43;23.54;18.474044;*;*
2161;J1838+0044g;280.44;23.83;0.453891;*;*
2162;J1838-01;280.39;22.08;5.455692;51869.1;*
2163;J1838-0107;280.43;21.96;2.250094773119;56489;*
2164;J1838-0453;280.02;18.22;2.6255980205;55339;*
2165;J1838-0537;280.16;17.48;6.86305339;55100;*
2166;J1838-0549;280.07;17.28;4.249688210732;55473;*
2167;J1838-0624;280.08;16.68;1.07854185366;51875.00000;*
2168;J1838-0655;279.84;16.19;14.184750480;54522.00;*
2169;J1838-1046;279.66;12.33;0.82077978267;51493.00001;*
2170;J1838+1523;281.96;38.43;1.820960929021;56675.0;*
2171;J1838+1650;282.10;39.87;0.525771367250;51602;*
2172;J1838-1849;279.15;4.30;2.04816460208;55991.9;*
2173;J1838+50;291.63;73.58;0.3880144792;*;*
2174;J1839-0141;280.51;21.38;1.07150635426;55467;*
2175;J1839-0223;280.68;20.68;0.78939674447;56488;*
2176;J1839-0321;280.51;19.73;4.187917144798;55522;*
2177;J1839-0332;280.58;19.52;0.373736453414;56491;*
2178;J1839-0402;280.52;19.04;1.91960804535;51487.000;*
2179;J1839-0436;280.25;18.48;6.69072402300;53190.00000;*
2180;J1839-0459;280.41;18.08;1.70846997172;51426.000;*
2181;J1839-0627;280.20;16.63;2.06222270715;51361.000;*
2182;J1839-0643;280.14;16.37;2.22445582378;51368.000;*
2183;J1839-0905;280.15;14.00;2.38677780294;54979;*
2184;J1839-1238;279.85;10.46;0.523169059061;53035.00000;*
2185;J1840+0012g;281.12;23.25;187.265918;*;*
2186;J1840+0214;281.22;25.29;1.25395296870;53129.00000;*
2187;J1840-0445;280.70;18.31;2.3678933310;57053;*
2188;J1840-0559;280.51;17.08;1.16364520997;52418.00000;*
2189;J1840-0626;280.45;16.64;0.52816361159;54211.2;*
2190;J1840-0643;280.39;16.35;28.107357409599;56580.72692;BT
2191;J1840-0753;280.47;15.18;2.2837880647;54803.9;*
2192;J1840-0809;280.39;14.92;1.04638272527;57600;*
2193;J1840-0815;280.30;14.83;0.912041662037;57600;*
2194;J1840-0840;280.43;14.40;0.18834602617;53278.00000;*
2195;J1840-1122;280.11;11.72;1.06274260538;52287.00000;*
2196;J1840-1207;280.18;10.95;1.325432997714;53038.00000;*
2197;J1840-1419;279.94;8.77;0.151571128974;55074.9;*
2198;B1839+56;300.70;79.03;0.6050112405059;48717.00;*
2199;J1841+0130;281.36;24.54;33.5877320407;53111.00000;ELL1
2200;J1841-0157;281.24;21.07;1.507565495873;52163.00000;*
2201;J1841-0310;281.00;19.87;0.60326130609;52353.00000;*
2202;J1841-0345;281.01;19.23;4.9003245790;51646.000;*
2203;J1841-04;280.80;18.25;*;*;*
2204;B1838-04;280.82;18.63;5.37204477631;53900;*
2205;J1841-0456;280.83;18.12;0.084824992;55585.0;*
2206;J1841-0500;280.82;18.05;1.09539127017;56573;*
2207;J1841-0524;280.93;17.64;2.24341536295;52360.00000;*
2208;B1839+09;282.253798;32.196472;2.622474171642;48266.00;*
2209;J1841-1404;280.20;9.00;0.7493121892;53173.00000;*
2210;J1841-7845;273.54;-55.44;2.828034041;53150.0;*
2211;J1842-0153;281.52;21.12;0.948561186479;51432.000;*
2212;J1842+0257;281.82;25.97;0.323807374468;53040.00000;*
2213;J1842-0309;281.24;19.86;2.46962580232;52493.00000;*
2214;J1842+0358;281.85;26.98;4.28584518744;53108.00000;*
2215;B1839-04;281.20;19.03;0.543494594895;57600;*
2216;J1842-0415;281.12;18.77;1.89867802835;51589.000;*
2217;J1842-0612;281.10;16.82;1.7715564495;52402.00000;*
2218;J1842+0638;282.07;29.64;3.19472077720;53125.00000;*
2219;J1842-0800;281.00;15.02;0.796515357276;56611;*
2220;J1842-0905;280.78;13.95;2.90152784474;55392;*
2221;J1842+1332;282.88;36.50;2.12042496002;51650.000;*
2222;J1842-27;279.30;-4.87;1.226589;54794;*
2223;J1842-39;278.47;-15.87;2.7;*;*
2224;J1843-0000;281.82;22.98;1.13593208324;57600;*
2225;J1843-0050;281.78;22.16;1.27779447585;51462.000;*
2226;J1843+0119;281.92;24.32;0.789267007138;58575.00;*
2227;J1843-0137;281.61;21.38;1.49282164771;52490.00000;*
2228;J1843-0211;281.64;20.82;0.493212316244;52608.00002;*
2229;J1843-0355;281.39;19.08;7.557780825655;55402;*
2230;J1843-0408;281.53;18.87;1.27888080581;52353.00000;*
2231;J1843-0459;281.39;18.02;1.32456757459;51719.000;*
2232;J1843-0510;281.30;17.85;1.48895087786;56514;*
2233;J1843-0702;281.20;15.97;5.21880961058;55380;*
2234;J1843-0744;281.07;15.28;2.10352486446;54274.1;*
2235;J1843-0806;281.14;14.91;1.86423289395;52608.00000;*
2236;J1843-1113;280.94;11.80;541.80974503624;55000;*
2237;J1843-1448;280.50;8.24;182.77088751407;53934;*
2238;J1843-1507;280.61;7.92;1.713648107847;53095.00000;*
2239;J1843+2024;284.05;43.33;0.29355310380;53064;*
2240;J1843-40;278.55;-17.44;3.084639;55873;*
2241;J1844+00;282.06;23.56;2.171539;49717;*
2242;J1844+0028g;282.17;23.45;280.112045;*;*
2243;J1844-0030;282.10;22.46;1.55982428907;52632.00000;*
2244;J1844+0115;282.26;24.22;238.91757323111;55383;ELL1
2245;B1842-02;281.91970;20.23286;1.96958052943;49610.00;*
2246;J1844-0256;281.94;20.04;3.663500;51465;*
2247;J1844-03;281.95;19.97;0.143446;49272;*
2248;J1844-0302;281.73;19.96;0.834285618279;56613;*
2249;J1844-0310;281.88;19.80;1.90458362581;51593.96025;*
2250;J1844-0346;281.78;19.21;8.8609552273;55716;*
2251;B1841-04;281.712629;18.43406;1.009054634312;49626.00;*
2252;J1844-0452;281.55;18.13;3.7113556750;52471.00000;*
2253;J1844-0502;281.67;17.96;2.9836270935;52608.00000;*
2254;B1841-05;281.50;17.36;3.91076899155;55410;*
2255;B1842+14;283.78;37.81;2.66337559720;49362.00;*
2256;J1844+41;289.41;63.97;1.092061;*;*
2257;J1845-0028g;282.37;22.48;11.834320;*;*
2258;J1845-0316;282.17;19.69;4.816127011;51350;*
2259;B1842-04;281.97803;18.39179;2.0544393618;49610.00;*
2260;J1845-0545;281.89;17.21;0.91545904792;52608.00001;*
2261;J1845+0623;282.89;29.33;0.70340613952;53095.00000;*
2262;J1845-0635;281.69;16.39;2.93661912282;54844.5;*
2263;J1845-0743;281.80;15.24;9.551586249996;55336;*
2264;J1845-0826;281.52;14.55;1.57640600257;53112.00000;*
2265;J1845-1114;281.46;11.75;4.84919062891;53036.00000;*
2266;J1845-1351;281.11;9.14;0.381837011156;53112.00000;*
2267;J1846+0051;282.78;23.78;2.30216951044;52554.00000;*
2268;J1846-0257;282.30;19.99;0.223377703467;53039;*
2269;J1846-0258;282.34;19.97;3.0621185502;54834.0;*
2270;J1846-0749;281.89;15.14;2.85624866482;53172.00000;*
2271;J1846-07492;281.84;15.15;1.16092829514;54283.7;*
2272;J1846+0919;283.57;32.22;4.433578172;54800;*
2273;J1846-4249;278.94;-19.73;0.439947;55927;*
2274;J1846-7403;275.00;-50.81;0.20496681631;53000.0;*
2275;J1847+01;282.91;24.13;288.761036;59093.545385;*
2276;J1847+0110g;282.99;24.07;153.139357;*;*
2277;J1847-0130;282.79;21.40;0.149096940909;52353.00007;*
2278;J1847+0133g;282.93;24.46;0.351258;*;*
2279;B1844-04;282.50;18.89;1.672775771619;57600;*
2280;J1847-0427;282.44;18.46;3.8573305671;56611;*
2281;J1847-0438;282.51;18.29;1.04385096316;51319.000;*
